run_id,atm_id,split,stage2_class,subtype,start_hour_ist,t_start,t_end,t_onset,t_failure,severity,n_transactions,peak_temperature_c,min_voltage_v,fault_channel,params,seed,n_windows
RUN_00070,ATM_007,test,HIGH_HUMIDITY,HIGH_HUMIDITY,18.825,1796888970,1796903369,1796893084.0,,0.653,40,29.27,217.93,,"{""develop_s"": 1987.6168856125385, ""ah_multiplier"": 1.653026011228444}",287807588,47
RUN_00165,ATM_040,train,SENSOR_FAULT,SENSOR_STUCK,4.369,1805044927,1805059326,1805049489.0,,1.0,15,29.11,219.4,humidity,"{""kind"": ""SENSOR_STUCK"", ""channel"": ""humidity"", ""null_rate"": 0.0046195057159416205}",1130743685,233
RUN_00001,ATM_006,train,NORMAL,NORMAL,1.218,1790863985,1790878384,,,0.0,4,28.58,216.25,,{},418957949,236
RUN_00094,ATM_017,validation,POWER_FAILURE,POWER_INSTABILITY,19.504,1798965014,1798979413,1798970724.0,,27.0251,27,29.53,142.86,,"{""event_rate_per_hour"": 70.88322312788719, ""n_events"": 160}",1705738308,48
RUN_00134,ATM_025,train,TAMPER,TAMPER,21.84,1802429423,1802443822,1802433874.0,,43.8206,7,29.27,220.57,,"{""n_episodes"": 4}",1330477929,224
RUN_00118,ATM_031,train,TAMPER,TAMPER,12.763,1801014347,1801028746,1801018080.0,,38.9559,52,29.82,217.63,,"{""n_episodes"": 6}",1206503924,208
RUN_00019,ATM_025,train,NORMAL,NORMAL,9.651,1792449543,1792463942,,,0.0,42,29.63,209.8,,{},1717698284,236
RUN_00158,ATM_033,test,TAMPER,TAMPER,20.71,1804498956,1804513355,1804504847.0,,43.121,11,28.91,219.09,,"{""n_episodes"": 7}",1403476085,46
RUN_00029,ATM_018,test,NORMAL,NORMAL,22.932,1793361355,1793375754,,,0.0,2,28.69,216.13,,{},859492085,48
RUN_00016,ATM_008,train,NORMAL,NORMAL,13.031,1792202510,1792216909,,,0.0,54,29.88,215.55,,{},393183468,236
RUN_00047,ATM_043,train,COOLING_FAILURE,FAN_STALL,9.889,1794869599,1794883998,1794875464.0,,0.99,40,45.91,214.68,,"{""develop_s"": 4.069617956573573, ""health_floor"": 0.010024887755353774}",1532269572,233
RUN_00152,ATM_002,validation,TAMPER,TAMPER,21.857,1803984685,1803999084,1803991212.0,,39.972,10,29.26,219.1,,"{""n_episodes"": 4}",1016533526,45
RUN_00011,ATM_012,train,NORMAL,NORMAL,9.969,1791759489,1791773888,,,0.0,45,29.46,216.69,,{},1759794138,236
RUN_00116,ATM_009,train,TAMPER,TAMPER,6.973,1800820702,1800835101,1800826932.0,,41.1954,36,29.27,215.69,,"{""n_episodes"": 5}",1764693991,219
RUN_00176,ATM_008,train,SENSOR_FAULT,SENSOR_DRIFT,15.739,1806036259,1806050658,1806042705.0,,82.8923,49,29.61,217.1,current,"{""kind"": ""SENSOR_DRIFT"", ""channel"": ""current"", ""sigmas"": 82.89233169934056}",1990104149,233
RUN_00003,ATM_038,train,NORMAL,NORMAL,9.799,1791067678,1791082077,,,0.0,51,29.72,215.99,,{},1107413021,236
RUN_00149,ATM_044,validation,TAMPER,TAMPER,16.648,1803706731,1803721130,1803712119.0,,39.8665,47,29.78,216.59,,"{""n_episodes"": 6}",1747856649,41
RUN_00064,ATM_011,train,HIGH_HUMIDITY,HIGH_HUMIDITY,18.204,1796368333,1796382732,1796375489.0,,0.5812,38,29.39,212.17,,"{""develop_s"": 2964.350570057118, ""ah_multiplier"": 1.5811989532386055}",1470845996,233
RUN_00161,ATM_018,test,TAMPER,TAMPER,2.049,1804690975,1804705374,1804695740.0,,40.3285,3,28.64,215.55,,"{""n_episodes"": 6}",17253700,46
RUN_00090,ATM_010,train,POWER_FAILURE,POWER_INSTABILITY,2.047,1798556569,1798570968,1798563590.0,,28.0475,4,28.64,161.28,,"{""event_rate_per_hour"": 66.70695043160804, ""n_events"": 130}",50452151,233
RUN_00167,ATM_003,validation,SENSOR_FAULT,SENSOR_STUCK,21.434,1805279161,1805293560,1805285828.0,,1.0,15,29.03,216.34,current,"{""kind"": ""SENSOR_STUCK"", ""channel"": ""current"", ""null_rate"": 0.007330033117521451}",1618552071,47
RUN_00044,ATM_012,train,COOLING_FAILURE,FAN_STALL,2.39,1794583405,1794597804,1794587010.0,,0.9883,3,45.19,219.55,,"{""develop_s"": 4.21735144079126, ""health_floor"": 0.01174335812256529}",1097852324,233
RUN_00002,ATM_042,train,NORMAL,NORMAL,20.367,1791019321,1791033720,,,0.0,21,29.24,217.72,,{},756780064,236
RUN_00171,ATM_029,train,SENSOR_FAULT,SENSOR_BIAS,23.014,1805630451,1805644850,1805637314.0,,30.0636,5,28.58,216.65,pressure,"{""kind"": ""SENSOR_BIAS"", ""channel"": ""pressure"", ""sigmas"": 30.063553884396043}",158119171,233
RUN_00100,ATM_015,train,POWER_FAILURE,POWER_OUTAGE,8.792,1799444851,1799459250,1799449377.0,,2262.0,36,39.58,2.93,,"{""outage_duration_s"": 2262.0}",446239756,230
RUN_00148,ATM_027,validation,TAMPER,TAMPER,6.551,1803583983,1803598382,1803588491.0,,42.4994,31,29.23,215.13,,"{""n_episodes"": 4}",225551435,42
RUN_00068,ATM_004,test,HIGH_HUMIDITY,HIGH_HUMIDITY,21.757,1796726724,1796741123,1796731572.0,,0.6865,10,28.95,217.76,,"{""develop_s"": 1707.9028058773033, ""ah_multiplier"": 1.6864724796807873}",1328687933,48
RUN_00101,ATM_010,train,POWER_FAILURE,POWER_OUTAGE,18.322,1799565557,1799579956,1799571938.0,,1704.0,40,37.77,2.02,,"{""outage_duration_s"": 1704.0}",1415641914,230
RUN_00026,ATM_018,test,NORMAL,NORMAL,22.297,1793099870,1793114269,,,0.0,6,28.86,219.3,,{},381780680,48
RUN_00106,ATM_023,train,TAMPER,TAMPER,14.257,1799982925,1799997324,1799987778.0,,39.7481,43,29.74,218.8,,"{""n_episodes"": 5}",722912530,218
RUN_00086,ATM_032,validation,POWER_FAILURE,POWER_OVERVOLTAGE,2.762,1798213542,1798227941,1798220399.0,,25.3658,2,28.66,215.68,,"{""develop_s"": 482.3174606156431, ""target_v"": 255.36584212021555}",556829222,48
RUN_00136,ATM_005,train,TAMPER,TAMPER,14.088,1802574315,1802588714,1802578163.0,,40.8423,38,29.57,207.01,,"{""n_episodes"": 6}",816632871,221
RUN_00027,ATM_033,test,NORMAL,NORMAL,10.159,1793142573,1793156972,,,0.0,44,29.71,216.76,,{},947079476,48
RUN_00190,ATM_011,train,SENSOR_FAULT,SENSOR_NOISE,2.449,1807198016,1807212415,1807203893.0,,12.0553,2,28.66,217.98,current,"{""kind"": ""SENSOR_NOISE"", ""channel"": ""current"", ""inflation"": 12.055272206853076}",262022497,233
RUN_00126,ATM_020,train,TAMPER,TAMPER,0.424,1801661125,1801675524,1801665362.0,,41.8059,2,28.6,215.15,,"{""n_episodes"": 6}",1126342524,215
RUN_00194,ATM_038,train,SENSOR_FAULT,SENSOR_NOISE,18.689,1807602080,1807616479,1807607764.0,,12.5232,36,29.18,218.02,current,"{""kind"": ""SENSOR_NOISE"", ""channel"": ""current"", ""inflation"": 12.52321216743324}",318993784,233
RUN_00138,ATM_039,train,TAMPER,TAMPER,15.677,1802752838,1802767237,1802756787.0,,42.2864,58,29.76,217.16,,"{""n_episodes"": 7}",1843198487,209
RUN_00043,ATM_023,train,COOLING_FAILURE,FAN_STALL,3.07,1794499452,1794513851,1794506604.0,,0.9563,1,42.37,217.64,,"{""develop_s"": 7.511220140121388, ""health_floor"": 0.04366670771527961}",478617312,233
RUN_00157,ATM_001,test,TAMPER,TAMPER,7.032,1804363314,1804377713,1804369449.0,,42.4613,38,29.52,219.2,,"{""n_episodes"": 7}",875462724,45
RUN_00121,ATM_010,train,TAMPER,TAMPER,9.633,1801262278,1801276677,1801266707.0,,40.6042,29,29.67,218.98,,"{""n_episodes"": 7}",884767916,218
RUN_00109,ATM_040,train,TAMPER,TAMPER,12.757,1800236724,1800251123,1800240648.0,,44.3519,40,29.75,215.55,,"{""n_episodes"": 7}",1260161214,215
RUN_00169,ATM_009,train,SENSOR_FAULT,SENSOR_BIAS,23.575,1805459668,1805474067,1805464747.0,,16.7179,5,28.99,216.39,light,"{""kind"": ""SENSOR_BIAS"", ""channel"": ""light"", ""sigmas"": 16.717869083026287}",954726503,233
RUN_00008,ATM_010,train,NORMAL,NORMAL,11.232,1791504836,1791519235,,,0.0,35,29.82,219.39,,{},2024371727,236
RUN_00071,ATM_001,test,HIGH_HUMIDITY,HIGH_HUMIDITY,7.015,1796932854,1796947253,1796937301.0,,0.5011,36,29.33,218.53,,"{""develop_s"": 4162.523383719811, ""ah_multiplier"": 1.501114346001935}",1792529589,48
RUN_00180,ATM_015,train,SENSOR_FAULT,SENSOR_DRIFT,1.531,1806330711,1806345110,1806334527.0,,30.7014,2,28.67,218.01,temperature,"{""kind"": ""SENSOR_DRIFT"", ""channel"": ""temperature"", ""sigmas"": 30.70140136935227}",1763780181,233
RUN_00006,ATM_039,train,NORMAL,NORMAL,13.723,1791341001,1791355400,,,0.0,43,29.7,219.17,,{},159770875,236
RUN_00098,ATM_024,train,POWER_FAILURE,POWER_OUTAGE,18.835,1799308205,1799322604,1799315159.0,,4230.0,26,43.42,1.15,,"{""outage_duration_s"": 4230.0}",1005849122,230
RUN_00055,ATM_038,train,HIGH_HUMIDITY,HIGH_HUMIDITY,22.637,1795606694,1795621093,1795613431.0,,0.624,2,28.7,217.83,,"{""develop_s"": 3800.0822783816525, ""ah_multiplier"": 1.6239763081378606}",1885677259,233
RUN_00164,ATM_006,train,SENSOR_FAULT,SENSOR_STUCK,20.819,1805017749,1805032148,1805023043.0,,1.0,12,29.08,218.88,pressure,"{""kind"": ""SENSOR_STUCK"", ""channel"": ""pressure"", ""null_rate"": 0.01697174701418602}",1709602818,233
RUN_00099,ATM_038,train,POWER_FAILURE,POWER_OUTAGE,18.792,1799394449,1799408848,1799401425.0,,5091.0,43,44.53,1.73,,"{""outage_duration_s"": 5091.0}",1483300484,230
RUN_00014,ATM_009,train,NORMAL,NORMAL,1.004,1791986415,1792000814,,,0.0,2,28.51,217.17,,{},1918107055,236
RUN_00155,ATM_014,test,TAMPER,TAMPER,4.058,1804179808,1804194207,1804183471.0,,39.9542,7,28.91,214.29,,"{""n_episodes"": 6}",1619410141,46
RUN_00111,ATM_016,train,TAMPER,TAMPER,9.388,1800397397,1800411796,1800402747.0,,39.1386,54,30.04,214.7,,"{""n_episodes"": 5}",121479766,224
RUN_00095,ATM_007,test,POWER_FAILURE,POWER_INSTABILITY,12.18,1799025046,1799039445,1799030238.0,,28.8963,30,29.75,109.97,,"{""event_rate_per_hour"": 72.49232847710964, ""n_events"": 181}",715963354,47
RUN_00174,ATM_044,validation,SENSOR_FAULT,SENSOR_BIAS,21.551,1805884382,1805898781,1805890908.0,,23.9547,11,28.82,215.54,temperature,"{""kind"": ""SENSOR_BIAS"", ""channel"": ""temperature"", ""sigmas"": 23.954658490368473}",1680718528,47
RUN_00081,ATM_013,train,POWER_FAILURE,POWER_OVERVOLTAGE,7.594,1797798939,1797813338,1797805669.0,,29.6081,51,29.53,214.95,,"{""develop_s"": 605.9217992016465, ""target_v"": 259.60813759439316}",668772489,233
RUN_00040,ATM_014,test,COOLING_FAILURE,COOLING_DEGRADATION,16.812,1794289724,1794304123,1794294870.0,1794302349.0,0.8355,46,38.04,217.29,,"{""develop_s"": 3034.6524533743673, ""health_floor"": 0.16451047850549855}",537849896,48
RUN_00023,ATM_003,validation,NORMAL,NORMAL,12.966,1792807078,1792821477,,,0.0,35,29.84,215.34,,{},1789780881,48
RUN_00108,ATM_038,train,TAMPER,TAMPER,21.598,1800182152,1800196551,1800186007.0,,39.8416,6,28.82,217.11,,"{""n_episodes"": 5}",1510492507,216
RUN_00170,ATM_005,train,SENSOR_FAULT,SENSOR_BIAS,0.622,1805463440,1805477839,1805467706.0,,36.7679,2,28.49,220.05,light,"{""kind"": ""SENSOR_BIAS"", ""channel"": ""light"", ""sigmas"": -36.76789822007089}",1715129125,233
RUN_00041,ATM_004,test,COOLING_FAILURE,COOLING_DEGRADATION,20.735,1794390244,1794404643,1794394480.0,1794401641.0,0.8744,19,38.48,218.23,,"{""develop_s"": 3165.1066873959726, ""health_floor"": 0.1256434610011824}",575831031,48
RUN_00107,ATM_025,train,TAMPER,TAMPER,15.573,1800074062,1800088461,1800080740.0,,41.918,47,29.85,213.77,,"{""n_episodes"": 5}",1209650020,225
RUN_00147,ATM_002,validation,TAMPER,TAMPER,23.608,1803558989,1803573388,1803565868.0,,39.6264,3,28.62,208.75,,"{""n_episodes"": 4}",778973133,41
RUN_00058,ATM_023,train,HIGH_HUMIDITY,HIGH_HUMIDITY,16.235,1795842847,1795857246,1795849068.0,,0.6286,57,29.98,217.03,,"{""develop_s"": 3835.7109984972976, ""ah_multiplier"": 1.6285528194679186}",259422600,233
RUN_00135,ATM_040,train,TAMPER,TAMPER,3.501,1802449805,1802464204,1802455153.0,,43.6252,7,28.7,216.39,,"{""n_episodes"": 5}",1760409,218
RUN_00092,ATM_008,train,POWER_FAILURE,POWER_INSTABILITY,17.171,1798783815,1798798214,1798788730.0,,28.7005,41,29.6,141.15,,"{""event_rate_per_hour"": 90.57886336339647, ""n_events"": 232}",733772353,233
RUN_00022,ATM_002,validation,NORMAL,NORMAL,16.934,1792734963,1792749362,,,0.0,43,29.81,217.27,,{},615564077,48
RUN_00082,ATM_022,train,POWER_FAILURE,POWER_OVERVOLTAGE,14.571,1797910456,1797924855,1797916832.0,,39.904,40,29.89,218.91,,"{""develop_s"": 774.2895845092909, ""target_v"": 269.903976633343}",731844033,233
RUN_00115,ATM_036,train,TAMPER,TAMPER,2.092,1800716732,1800731131,1800723802.0,,42.3848,5,28.97,222.55,,"{""n_episodes"": 4}",1951549900,221
