temperature_null_frac,temperature_mean,temperature_std,temperature_min,temperature_max,temperature_slope,temperature_delta,humidity_null_frac,humidity_mean,humidity_std,humidity_min,humidity_max,humidity_slope,humidity_delta,pressure_null_frac,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_slope,pressure_delta,light_null_frac,light_mean,light_std,light_min,light_max,light_slope,light_delta,voltage_null_frac,voltage_mean,voltage_std,voltage_min,voltage_max,voltage_slope,voltage_delta,current_null_frac,current_mean,current_std,current_min,current_max,current_slope,current_delta,voltage_sag_frac,voltage_swell_frac,voltage_dropout_frac,vibration_sum,vibration_max,vibration_active_frac,vibration_burst_max_s,motion_frac,motion_transitions,motion_longest_run_s,abs_humidity_mean,abs_humidity_std,abs_humidity_slope,dewpoint_mean,temp_rh_corr,run_id,atm_id,window_start_ts,window_end_ts,label,stage1,fine_state,purity,ambiguous,severity,run_subtype,time_to_failure_s
0,28.0171,0.0747257,27.84,28.15,-0.0483796,-0.2,0,56.2075,0.207822,55.88,56.69,0.134982,0.53,0,1006.29,0.0671435,1006.17,1006.44,0.0396938,0.25,0,188.956,1.43309,185.3,193,-0.0280683,-2.3,0,226.737,1.69198,199.8,229.1,-0.103153,-26.4,0,1.41525,0.00587079,1.3976,1.4304,-0.000230947,-0.016,0.00333333,0,0,0,0,0,0,0,0,0,13.4053,0.0214069,-0.00630698,18.4829,-0.939741,RUN_00088,ATM_020,1798389400,1798389699,POWER_FAILURE,ABNORMAL,POWER_INSTABILITY,1,False,29.0838,POWER_INSTABILITY,
0,28.4219,0.0435743,28.35,28.55,-0.0212452,-0.15,0,50.6384,0.274935,49.98,51.03,0.179002,0.99,0,1008.31,0.045928,1008.15,1008.42,-0.0139258,-0.08,0,184.517,1.45467,180.8,188.6,0.134664,2.7,0,229.28,0.683067,227,231,-0.0540899,-0.1,0,1.41631,0.00599398,1.4016,1.4336,-0.000128492,-0.0056,0,0,0,2,1,0.00666667,1,0,0,0,12.3193,0.0464771,0.029128,17.1995,-0.813851,RUN_00115,ATM_036,1800730412,1800730711,NORMAL,HEALTHY,NORMAL,1,False,42.3848,TAMPER,
0,29.6995,0.0553207,29.55,29.8,-0.00590033,0.04,0,53.1613,0.178414,52.92,53.72,-0.0201808,-0.32,0,1007.15,0.0630949,1007.02,1007.34,-0.0363731,-0.1,0,307.651,9.60235,290,319.4,4.87533,18.5,0,233.379,0.735282,231.7,235.2,0.030363,0.6,0,1.42378,0.00579693,1.404,1.4392,0.000216461,-0.0032,0,0,0,3855,74,0.456667,103,0.59,2,171,13.9777,0.0257945,-0.00971814,19.1514,-0.843395,RUN_00125,ATM_011,1801629604,1801629903,TAMPER,ABNORMAL,TAMPER,1,False,42.0289,TAMPER,
0,28.8854,0.135246,28.67,29.15,0.0907374,0.37,0,96.7863,0.913058,95.3,98.15,-0.624063,-2.71,0,1009.41,0.0566346,1009.25,1009.56,0.0300455,0.12,0,417.394,8.28582,394.7,424.7,-1.64463,3.6,0,234.158,0.822292,231.9,236.2,0.252716,0.6,0,1.41575,0.00568442,1.3984,1.4352,-8.25183e-05,0.0016,0,0,0,6,2,0.0166667,2,0.17,2,51,24.6296,0.0564299,-0.0314225,28.3219,-0.985586,RUN_00054,ATM_020,1795479094,1795479393,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.7691,HIGH_HUMIDITY,
0,29.0231,0.0854201,28.84,29.18,-0.0566433,-0.27,0,54.002,0.31706,53.53,54.74,0.212477,1.1,0,1007.8,0.0743341,1007.64,1007.96,-0.041753,-0.14,0,176.529,1.27504,173,180,-0.064418,-2.7,0,228.183,0.709734,226.2,230.2,0.117692,0.6,0,1.41156,0.00594233,1.396,1.4336,0.000186477,-0.0064,0,0,0,8690,63,0.693333,143,0.7,3,145,13.6387,0.0260802,0.00967428,18.7769,-0.956383,RUN_00122,ATM_035,1801406501,1801406800,TAMPER,ABNORMAL,TAMPER,0.9033,False,40.516,TAMPER,
0,37.814,0.155848,37.52,38.01,0.100954,0.45,0,34.8646,0.254656,34.53,35.4,-0.161196,-0.71,0,1009.3,0.0808517,1009.13,1009.5,-0.0026759,-0.08,0,287.855,11.2263,275.1,306.9,3.62922,3.6,0,228.464,1.25864,225.3,231.1,-0.668514,-3.2,0,2.00335,0.00883727,1.9768,2.028,0.000265635,-0.0072,0,0,0,13,3,0.0266667,3,0.67,4,141,14.4097,0.0333292,0.0128517,19.6642,-0.970147,RUN_00035,ATM_009,1793828399,1793828698,COOLING_FAILURE,ABNORMAL,COOLING_FAILURE,1,False,0.8735,COOLING_DEGRADATION,199
0,29.5544,0.0989748,29.39,29.78,-0.0600067,-0.19,0,55.2367,0.410026,54.32,55.84,0.257154,1.08,0,1005.53,0.0435264,1005.4,1005.63,0.00595407,0.03,0,412.108,8.48331,389.9,419.7,-3.9063,-2.1,0,229.941,1.44109,222.2,233,0.270807,1.3,0,1.41693,0.00599407,1.4008,1.4328,-4.76165e-05,0.008,0,0,0,16,6,0.01,3,0.173333,1,52,14.4358,0.03462,0.0177193,19.6325,-0.970174,RUN_00005,ATM_036,1791252036,1791252335,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,27.5562,0.0536305,27.47,27.72,-0.0291958,-0.16,0,55.6085,0.168809,55.09,55.86,0.0902949,0.61,0,1007.61,0.0450516,1007.49,1007.72,-0.013238,0.01,0,200.306,1.3761,196.5,204.2,-0.0621167,-0.2,0,229.239,1.05854,221.9,231.2,0.32922,1.4,0,1.41405,0.00573321,1.3984,1.4312,-3.54991e-05,-0.0032,0,0,0,3,1,0.01,1,0,0,0,12.8828,0.0193271,-0.000892965,17.8835,-0.887694,RUN_00169,ATM_009,1805473408,1805473707,SENSOR_FAULT,ABNORMAL,SENSOR_BIAS,1,False,16.7179,SENSOR_BIAS,
0,43.0518,0.0747594,42.82,43.2,0.0442276,0.29,0,25.7752,0.0675744,25.6,25.95,0.00348377,0,0,1009.42,0.0789409,1009.23,1009.6,-0.0478409,-0.28,0,366.332,10.1353,344,376.9,4.99542,3.7,0,228.492,0.75844,226.2,230.7,-0.0408525,-0.5,0,0.912019,0.00415868,0.9008,0.9224,0.000162743,-0.0024,0,0,0,16,5,0.0233333,5,0.226667,2,68,14.076,0.0617886,0.0359686,19.2975,-0.207819,RUN_00045,ATM_022,1794696898,1794697197,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.9735,FAN_STALL,
0,30.0533,0.0776917,29.86,30.21,-0.0256808,-0.13,0,53.5473,0.198905,53.08,53.98,0.0757644,0.51,0,1009.11,0.063323,1008.97,1009.26,-0.0201121,-0.11,0,420.044,11.1337,406.8,438.2,4.36372,2.4,0,233.676,1.13138,230.8,236.2,0.590967,2.5,0,1.41792,0.00975998,1.3496,1.4768,0.000516795,0.0048,0,0,0,17,4,0.0266667,3,0.663333,4,129,14.3491,0.0281839,-0.000605627,19.5948,-0.908797,RUN_00185,ATM_029,1806799601,1806799900,SENSOR_FAULT,ABNORMAL,SENSOR_SPIKE,1,False,0.565,SENSOR_SPIKE,
0,31.7788,0.487203,30.89,32.61,0.337154,1.7,0,46.2226,1.32462,44.01,48.65,-0.916273,-4.64,0,1009.58,0.0514782,1009.45,1009.69,-0.0167167,-0.12,0,314.988,1.9238,309.4,320.4,0.886069,2.2,0,229.644,0.791581,227.4,232.4,0.297445,1.8,0,0.911653,0.00407337,0.8984,0.9232,1.10935e-05,0.0008,0,0,0,0,0,0,0,0,0,0,13.6404,0.0250668,-0.00936119,18.8071,-0.998499,RUN_00045,ATM_022,1794693118,1794693417,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.9735,FAN_STALL,
0,29.6112,0.167556,29.31,29.94,-0.115077,-0.58,0,51.9729,0.307709,51.36,52.52,0.21017,0.99,0,1005.97,0.0384578,1005.86,1006.09,-0.00107015,0.07,0,288.51,7.60191,268.1,296.6,2.50126,19.4,0,230.259,0.619526,228.6,231.9,0.0207416,-0.7,0,1.4154,0.00572037,1.3944,1.4312,-5.62993e-05,-0.0064,0,0,0,5431,59,0.493333,138,0.623333,3,140,13.6037,0.0559807,-0.0359409,18.7075,-0.979893,RUN_00138,ATM_039,1802754638,1802754937,TAMPER,ABNORMAL,TAMPER,1,False,42.2864,TAMPER,
0.0633333,29.44,3.55271e-15,29.44,29.44,0,0,0,47.3379,0.42152,46.51,48.06,-0.283822,-1.36,0,1007.9,0.0384486,1007.78,1007.97,0.0107625,-0.05,0,344.952,12.2417,327.6,361.4,-7.03314,-2.1,0,226.736,0.740701,224.4,228.8,-0.0163308,-1.4,0,1.42078,0.0059151,1.4048,1.4368,0.000310073,0.008,0,0,0,6,1,0.02,2,0.433333,2,130,12.2189,0.111104,-0.07483,17.0658,0,RUN_00166,ATM_042,1805169164,1805169463,SENSOR_FAULT,ABNORMAL,SENSOR_STUCK,1,False,1,SENSOR_STUCK,
0,30.4224,0.14252,30.21,30.69,0.0946145,0.42,0,53.8335,0.406315,53.04,54.4,-0.266751,-1.22,0,1007.75,0.0653951,1007.61,1007.88,-0.0368273,-0.15,0,199.535,11.7283,183.5,214.8,-6.37949,-3.3,0,230.787,0.859635,228.3,233.7,-0.17325,-0.9,0,1.41273,0.00617051,1.396,1.4296,0.000296153,-0.012,0,0,0,10246,96,0.753333,136,0.946667,2,146,14.7636,0.0238031,0.0074286,20.0219,-0.983361,RUN_00107,ATM_025,1800080902,1800081201,TAMPER,ABNORMAL,TAMPER,1,False,41.918,TAMPER,
0,28.6598,0.0843859,28.45,28.8,0.055521,0.33,0,59.6091,0.852945,58.3,61.37,0.587297,3.02,0,1008.79,0.0587872,1008.65,1008.9,-0.0359504,-0.13,0,171.371,1.40603,167.7,176.7,-0.0932637,-0.5,0,229.574,1.73675,222,232.1,-0.418425,-0.3,0,1.41338,0.0061613,1.3968,1.4296,0.000430874,-0.0152,0,0,0,1,1,0.00333333,1,0,0,0,14.7542,0.286425,0.197881,20.0259,0.923091,RUN_00063,ATM_037,1796301057,1796301356,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.5534,HIGH_HUMIDITY,
0,28.923,0.0660167,28.77,29.05,-0.0345811,-0.11,0,55.1098,0.140284,54.81,55.5,0.0110123,0.06,0,1007.09,0.0912726,1006.89,1007.25,0.0567842,0.16,0,189.404,10.0828,168.8,198.3,5.365,2,0,227.216,0.845636,225.1,229.6,-0.294301,-1.2,0,1.41665,0.0136562,1.348,1.4808,-0.000439642,0.0672,0,0,0,9,3,0.01,3,0.253333,2,76,13.8528,0.0431724,-0.0263161,19.0096,-0.627663,RUN_00187,ATM_036,1806953466,1806953765,SENSOR_FAULT,ABNORMAL,SENSOR_SPIKE,1,False,1.0749,SENSOR_SPIKE,
0,28.2351,0.0853717,28.03,28.37,-0.0498674,-0.28,0.01,54.73,7.10543e-15,54.73,54.73,0,0,0,1009.69,0.0466411,1009.55,1009.78,0.0245893,0.11,0,178.863,9.12401,159.9,187.2,2.28737,3.4,0,233.85,0.649795,232.3,236.7,0.0831729,0.9,0,1.41064,0.00599352,1.3936,1.4264,0.000286478,0.0128,0,0,0,4,2,0.01,2,0.236667,2,71,13.1707,0.0670685,-0.0393086,18.2607,0,RUN_00165,ATM_040,1805051947,1805052246,SENSOR_FAULT,ABNORMAL,SENSOR_STUCK,1,False,1,SENSOR_STUCK,
0,28.8139,0.0442159,28.7,28.89,-0.0254981,-0.1,0,49.5362,0.15209,49.26,49.91,0.098338,0.41,0,1006.05,0.0673399,1005.93,1006.21,0.0141484,0.04,0,204.857,1.68337,200.4,209.8,0.562972,2.3,0,231.816,0.929103,223.1,233.9,0.26041,0.6,0,1.42406,0.00579736,1.4016,1.44,-0.000359279,-0.0096,0,0,0,0,0,0,0,0,0,0,12.3569,0.0215745,0.00620161,17.2114,-0.832553,RUN_00000,ATM_011,1790796950,1790797249,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,35.3763,0.357583,34.73,36,0.247293,1.23,0,35.091,0.873827,33.67,36.69,-0.603711,-2.91,0,1008.2,0.0749226,1008.04,1008.33,-0.0410671,-0.1,0,191.533,1.54002,186.7,195.5,-0.0425658,0.5,0,225.194,1.09739,222.6,227.3,-0.571168,-3,0,0.923603,0.00425206,0.9088,0.9352,0.000112055,0.0024,0,0,0,2,1,0.00666667,1,0,0,0,12.6657,0.0690602,-0.0450566,17.6282,-0.996778,RUN_00046,ATM_011,1794842102,1794842401,COOLING_FAILURE,ABNORMAL,FAN_STALL,1,False,0.967,FAN_STALL,
0,29.2106,0.110889,28.99,29.43,0.0739334,0.36,0,54.1767,0.214187,53.73,54.59,-0.135222,-0.66,0,1008.98,0.0443228,1008.87,1009.09,0.00957651,0.13,0,256.622,10.0705,240,269.1,-4.98029,6.3,0,230.438,1.25715,223.9,232.7,0.406822,2.5,0,1.41701,0.00594162,1.3976,1.4352,8.01396e-05,-0.004,0,0,0,5,2,0.0133333,1,0.39,2,117,13.82,0.0426874,0.0249388,19.0025,-0.937534,RUN_00012,ATM_029,1791838547,1791838846,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,28.6532,0.0580908,28.55,28.77,-0.035316,-0.17,0,59.6359,0.126408,59.29,59.88,0.0625834,0.24,0,1008.67,0.0566264,1008.54,1008.8,-0.0102429,0.07,0,174.601,9.94406,156.3,185.3,5.36192,19.1,0,264.872,0.659164,263,266.6,0.00166002,-0.1,0,1.41777,0.00615989,1.4032,1.4344,-5.11579e-05,0.0104,0,1,0,9,2,0.02,4,0.3,1,90,14.7557,0.0298432,-0.0149368,20.0282,-0.836151,RUN_00085,ATM_013,1798193352,1798193651,POWER_FAILURE,ABNORMAL,POWER_OVERVOLTAGE,1,False,40.3002,POWER_OVERVOLTAGE,
0,28.9593,0.0760409,28.82,29.13,0.0497846,0.16,0,56.0934,0.251785,55.46,56.44,-0.165188,-0.82,0,1007.48,0.0283052,1007.41,1007.57,-0.000531739,-0.02,0,184.119,1.56059,179.2,188.4,0.0702541,-0.8,0,232.002,1.09953,229.7,235.2,0.554162,1.6,0,1.41336,0.00585386,1.3968,1.4272,0.000557916,0.0064,0,0,0,3500,51,0.303333,91,0.31,2,93,14.1303,0.0219057,-0.000942294,19.3272,-0.942097,RUN_00139,ATM_025,1802878687,1802878986,TAMPER,ABNORMAL,TAMPER,1,False,38.8105,TAMPER,
0,29.434,0.0311758,29.37,29.52,-0.00622687,-0.02,0,55.3321,0.139272,55.05,55.7,-0.0764366,-0.21,0,1008.95,0.0952968,1008.72,1009.15,-0.0596787,-0.43,0,364.042,8.81703,347,373.4,3.52971,-1,0,232.083,0.686869,230.2,233.7,-0.129641,-1.6,0,1.41271,0.0061924,1.3968,1.4272,-0.000349721,0.0048,0,0,0,4,2,0.01,1,0.286667,2,86,14.3094,0.0425985,-0.0246079,19.5488,-0.0775682,RUN_00013,ATM_037,1791945679,1791945978,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,28.0624,0.10168,27.93,28.27,0.0592149,0.25,0,51.6777,0.348965,50.9,52.09,-0.210442,-0.99,0,1007.48,0.0926183,1007.31,1007.65,0.053913,0.09,0,192.313,10.5631,177,207.2,-4.88065,1.9,0,232.56,0.70697,230.7,234.5,0.239823,0.7,0,1.4681,0.00948643,1.444,1.492,0.0048707,0.008,0,0,0,12,3,0.02,6,0.43,2,129,12.3217,0.0232015,-0.00861883,17.1896,-0.9683,RUN_00034,ATM_024,1793734608,1793734907,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8426,COOLING_DEGRADATION,-9059
0,30.2361,0.0540221,30.13,30.34,-0.00256003,0.01,0,70.5931,1.92947,67.35,73.9,1.33432,6.51,0,1007.06,0.0712933,1006.93,1007.23,-0.0417257,-0.25,0,357.316,9.80407,341.3,369.6,4.59012,0.4,0,228.93,2.31142,219.6,232.3,-0.977556,-3.5,0,1.41194,0.00620873,1.3904,1.4296,-2.53976e-05,0.0048,0,0,0,12,3,0.02,5,0.413333,2,124,19.305,0.540504,0.373219,24.2914,-0.111658,RUN_00053,ATM_035,1795403220,1795403519,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.4509,HIGH_HUMIDITY,
0,29.7433,0.067573,29.62,29.91,0.043742,0.21,0,50.9795,0.132656,50.64,51.24,-0.0851772,-0.51,0,1005.69,0.0290205,1005.61,1005.78,0.00761195,0.06,0,268.201,2.02844,262.4,273.7,-0.976052,-4.3,0,226.387,0.772111,224.5,228.8,0.0215629,-0.8,0,1.42096,0.00611638,1.4064,1.4392,-6.69874e-06,0.0136,0,0,0,0,0,0,0,0,0,0,13.4462,0.028888,0.0115372,18.521,-0.862478,RUN_00123,ATM_042,1801459455,1801459754,NORMAL,HEALTHY,NORMAL,1,False,40.7335,TAMPER,
0,27.7893,0.0292938,27.73,27.87,-0.00662647,-0.03,0,64.972,1.52343,62.23,67.45,1.05433,5.17,0,1008.62,0.0452875,1008.54,1008.75,-0.0187847,-0.04,0,176.335,1.40526,171.8,180,-0.0381364,0.9,0,229.798,0.674065,227.9,231.4,-0.027207,0.3,0,1.42154,0.00581332,1.4048,1.4368,-0.000352313,-0.004,0,0,0,3,1,0.01,1,0,0,0,15.3013,0.359969,0.248898,20.5975,-0.347021,RUN_00055,ATM_038,1795615274,1795615573,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.624,HIGH_HUMIDITY,
0,34.4419,0.122918,34.19,34.7,0.0837013,0.41,0,36.3217,0.246831,35.85,36.82,-0.167107,-0.72,0,1009.3,0.0432848,1009.2,1009.42,-0.0108075,-0.08,0,236.122,6.73977,212.8,242.8,2.83303,26.5,0,233.908,0.959862,231.6,236.9,0.45668,1.3,0,1.95882,0.00734213,1.9344,1.976,0.000254595,-0.0088,0,0,0,0,0,0,0,0.0966667,1,29,12.4334,0.0245704,0.000829858,17.3582,-0.959615,RUN_00036,ATM_037,1793912071,1793912370,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.8081,COOLING_DEGRADATION,
0,29.073,0.104334,28.84,29.25,-0.0703113,-0.34,0,52.6972,0.317965,52.16,53.33,0.216284,0.94,0,1008.81,0.040733,1008.73,1008.94,0.0151106,0.02,0,184.346,1.28865,180.7,187.7,0.0310203,0.6,0,229.439,0.893189,227.1,231.4,-0.405631,0.1,0,1.41323,0.00606534,1.3952,1.4304,-6.73927e-05,0.0056,0,0,0,7116,69,0.526667,111,0.533333,2,113,13.3278,0.0206387,0.000258149,18.4322,-0.968544,RUN_00134,ATM_025,1802440823,1802441122,TAMPER,ABNORMAL,TAMPER,1,False,43.8206,TAMPER,
0,28.8357,0.0762398,28.58,28.93,0.0393283,0.28,0,53.5914,0.262931,53.27,54.35,-0.144899,-0.79,0,1006.62,0.0666393,1006.49,1006.77,0.0380644,0.04,0,187.618,8.75085,165.9,196,3.55174,-0.4,0,231.827,0.780185,229.8,234.2,-0.276638,-2.1,0,1.42649,0.0240339,1.3704,1.4952,0.000676818,-0.0216,0,0,0,13,6,0.0166667,2,0.186667,2,56,13.3997,0.022469,-0.00621364,18.4816,-0.944726,RUN_00190,ATM_011,1807209416,1807209715,SENSOR_FAULT,ABNORMAL,SENSOR_NOISE,1,False,12.0553,SENSOR_NOISE,
0,29.321,0.150978,29.05,29.59,-0.103622,-0.49,0,71.2987,2.06251,67.64,74.57,1.42709,6.86,0,1006.7,0.116759,1006.46,1006.92,0.074348,0.23,0,213.194,1.76354,208.1,218.3,-0.685758,-0.7,0,231.67,1.03106,228.8,233.7,0.574112,0.4,0,1.42349,0.00583303,1.4064,1.4392,-5.55206e-05,-0.012,0,0,0,2,1,0.00666667,1,0,0,0,18.4761,0.385142,0.265739,23.5794,-0.990546,RUN_00050,ATM_011,1795156523,1795156822,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.5939,HIGH_HUMIDITY,
0,28.195,0.067283,28,28.31,-0.0341641,-0.2,0,55.4511,0.158085,55.13,55.92,0.0679725,0.51,0,1007.4,0.0352073,1007.29,1007.49,-0.0114068,-0.09,0,175.619,7.90721,154,183.2,0.762262,-1.5,0,230.648,1.0645,228.1,233.3,-0.504206,-1.1,0,1.41048,0.00611586,1.3904,1.4296,-3.78244e-05,0.0048,0,0,0,16733,125,0.713333,159,0.726667,4,161,13.3468,0.0252625,-0.0102843,18.4322,-0.896541,RUN_00135,ATM_040,1802455265,1802455564,TAMPER,ABNORMAL,TAMPER,1,False,43.6252,TAMPER,
0,29.1651,0.0837476,28.98,29.35,-0.0514758,-0.24,0,59.7413,0.157866,59.35,60.11,0.0694045,0.21,0,1008.7,0.0382945,1008.6,1008.77,-0.0193361,-0.08,0.00333333,170.132,10.8883,155.4,184.7,0.324591,-1.6,0,269.121,2.95184,255.9,273,0.293819,-2.1,0,1.41861,0.00583153,1.4008,1.4336,0.000370201,0.0064,0,1,0,29,5,0.04,7,0.51,4,98,15.2377,0.0460458,-0.0280232,20.5366,-0.843418,RUN_00085,ATM_013,1798189812,1798190111,POWER_FAILURE,ABNORMAL,POWER_OVERVOLTAGE,1,False,40.3002,POWER_OVERVOLTAGE,
0,28.459,0.147506,28.16,28.71,-0.100883,-0.47,0.0133333,54.73,7.10543e-15,54.73,54.73,0,0,0,1010.4,0.0311245,1010.31,1010.49,0.000192402,-0.01,0,214.779,1.82426,209.7,220,0.716615,3.5,0,230.804,0.695472,228.6,232.5,0.0499352,0.5,0,1.41048,0.00602037,1.3952,1.4272,-0.000187725,-0.012,0,0,0,2,1,0.00666667,1,0,0,0,13.3377,0.11668,-0.0798231,18.4684,0,RUN_00165,ATM_040,1805055187,1805055486,SENSOR_FAULT,ABNORMAL,SENSOR_STUCK,1,False,1,SENSOR_STUCK,
0,29.3558,0.030479,29.27,29.43,0.00056014,0.04,0,61.1715,0.202017,60.8,61.69,-0.124324,-0.64,0,1008.72,0.078299,1008.52,1008.87,-0.0459997,-0.21,0,184.383,10.1216,163.8,194,4.72122,0.5,0,226.805,0.827392,224.6,228.7,0.309803,0.3,0,1.41807,0.00651307,1.4024,1.436,-0.000111895,0.0032,0,0,0,6,2,0.0166667,3,0.266667,2,80,15.7887,0.050858,-0.0316089,21.1003,-0.32129,RUN_00120,ATM_029,1801209513,1801209812,NORMAL,HEALTHY,NORMAL,1,False,42.1017,TAMPER,
0,34.2418,0.172232,33.9,34.57,0.118333,0.58,0,39.3937,0.343837,38.8,40.06,-0.235109,-1.14,0,1009.34,0.0353644,1009.25,1009.44,-0.00480312,0.03,0,191.016,1.5618,186.2,195,0.174995,3.2,0,230.613,0.761603,228.9,233.3,0.240995,1.1,0,1.99499,0.00791828,1.9752,2.0152,-0.000777555,-0.02,0,0,0,0,0,0,0,0,0,0,13.3542,0.0269523,0.00860079,18.4715,-0.98142,RUN_00032,ATM_028,1793626992,1793627291,COOLING_FAILURE,ABNORMAL,COOLING_DEGRADATION,1,False,0.851,COOLING_DEGRADATION,
0,27.7676,0.100698,27.61,27.97,-0.0673638,-0.34,0,91.4215,0.719652,89.95,92.54,0.490937,2.42,0,1008.08,0.0568057,1007.94,1008.18,-0.029807,-0.15,0,176.463,1.34248,172.4,179.7,0.0456018,-0.4,0,229.327,1.25837,223.7,231.4,0.322424,1.1,0,1.42127,0.00564457,1.4056,1.436,1.42615e-05,-0.0024,0,0,0,0,0,0,0,0,0,0,21.7311,0.0568272,0.0330733,26.2402,-0.976329,RUN_00055,ATM_038,1795618394,1795618693,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.624,HIGH_HUMIDITY,
0,28.4203,0.100859,28.23,28.64,0.0679821,0.38,0,55.2879,0.403782,54.53,56.01,-0.277038,-1.3,0,1005.73,0.106802,1005.56,1005.96,0.0657625,0.2,0,191.6,1.38798,187.4,196.9,0.0754662,0.1,0,229.386,0.850389,226.8,231.7,-0.344408,-2.9,0,1.42326,0.0243502,1.3544,1.5016,0.0011067,-0.0288,0,0,0,2,1,0.00666667,1,0,0,0,13.5087,0.0314591,-0.0155469,18.5941,-0.967044,RUN_00190,ATM_011,1807204736,1807205035,SENSOR_FAULT,ABNORMAL,SENSOR_NOISE,1,False,12.0553,SENSOR_NOISE,
0,29.534,0.0516598,29.4,29.63,0.0308853,0.15,0,55.5027,0.169382,55.2,55.95,-0.0871527,-0.36,0,1009.46,0.104414,1009.24,1009.63,-0.0672577,-0.17,0,385.336,3.37605,363.1,390.6,0.166923,-19.4,0,234.626,0.645709,233,236.3,0.193203,1.2,0,1.41675,0.00651545,1.4008,1.4328,0.000272515,-0.004,0,0,0,1,1,0.00333333,1,0.02,1,6,14.4321,0.0250933,0.00412944,19.6913,-0.845588,RUN_00005,ATM_036,1791242616,1791242915,NORMAL,HEALTHY,NORMAL,1,False,0,NORMAL,
0,28.5551,0.041525,28.44,28.63,0.0186842,0.1,0,97.4565,0.200268,97.12,98,-0.1277,-0.83,0,1010.08,0.0421819,1009.97,1010.25,0.0154347,0.07,0,177.718,1.43778,173.7,182.1,0.0374937,1.4,0,230.171,0.784248,228.1,232.6,0.13638,-1.5,0,1.4191,0.00607354,1.4008,1.4368,-1.98616e-05,-0.0104,0,0,0,0,0,0,0,0,0,0,24.3021,0.0399588,-0.00604294,28.1121,-0.76467,RUN_00057,ATM_031,1795777645,1795777944,HIGH_HUMIDITY,ABNORMAL,HIGH_HUMIDITY,1,False,0.8001,HIGH_HUMIDITY,
0,29.7184,0.0550424,29.62,29.84,0.0350544,0.12,0,53.6819,0.325512,52.99,54.19,-0.220417,-1,0,1008.08,0.0338947,1007.97,1008.16,-0.0093553,-0.08,0,377.741,1.54638,373.5,382.7,-0.537657,-0.5,0,228.031,0.753626,225.5,229.8,0.313603,1,0,1.41269,0.00578565,1.3968,1.4288,-4.07151e-05,0.0008,0,0,0,2,1,0.00666667,1,0,0,0,14.12,0.0487074,-0.0300438,19.3252,-0.920467,RUN_00191,ATM_037,1807323864,1807324163,NORMAL,HEALTHY,NORMAL,1,False,19.9365,SENSOR_NOISE,
0,29.0717,0.0339395,28.96,29.15,-0.00827583,0.01,0,55.5761,0.0975349,55.38,55.84,0.0395172,0.13,0,1009.22,0.0511579,1009.1,1009.35,-0.00280496,-0.05,0,227.954,8.79138,208.8,237.3,-3.08771,-0.5,0,229.599,0.954358,227.1,232.9,-0.439056,-2.7,0,1.41147,0.00595437,1.396,1.428,-4.13871e-05,0.0104,0,0,0,4,2,0.01,1,0.236667,2,71,14.0657,0.0217019,0.00337689,19.283,-0.676042,RUN_00045,ATM_022,1794687778,1794688077,NORMAL,HEALTHY,NORMAL,1,False,0.9735,FAN_STALL,
0,28.8224,0.0682819,28.66,28.95,-0.0439894,-0.17,0,56.1794,0.281387,55.73,56.84,0.188109,0.89,0,1007.21,0.0523375,1007.08,1007.35,0.00730341,0.17,0,296.462,1.88502,291.3,301.5,-0.901247,-8.6,0,250.736,0.672734,248.7,252.4,0.0299363,-0.6,0,1.41762,0.00560052,1.4008,1.4328,-0.000148642,-0.0064,0,0,0,0,0,0,0,0,0,0,14.0419,0.0258349,0.0113237,19.2244,-0.945004,RUN_00080,ATM_005,1797741878,1797742177,POWER_FAILURE,ABNORMAL,POWER_OVERVOLTAGE,1,False,23.0814,POWER_OVERVOLTAGE,
